collision_datetime,collision_time,accident_year,month,day_of_week,analysis_neighborhood
07/03/2014 02:35:00 PM,14:35:00,2014,July,Thursday,Hayes Valley
04/21/2013 06:18:00 PM,18:18:00,2013,April,Sunday,Tenderloin
01/08/2014 07:10:00 PM,19:10:00,2014,January,Wednesday,Sunset/Parkside
05/30/2014 05:42:00 PM,17:42:00,2014,May,Friday,Mission
06/19/2014 04:17:00 PM,16:17:00,2014,June,Thursday,Excelsior
07/21/2014 08:15:00 AM,08:15:00,2014,July,Monday,Western Addition
11/27/2024 02:46:00 PM,14:46:00,2024,November,Wednesday,Excelsior
05/02/2015 12:03:00 PM,12:03:00,2015,May,Saturday,Bayview Hunters Point
12/17/2014 05:17:00 PM,17:17:00,2014,December,Wednesday,Castro/Upper Market
07/17/2014 02:56:00 PM,14:56:00,2014,July,Thursday,South of Market
11/17/2008 04:47:00 PM,16:47:00,2008,November,Monday,Western Addition
11/10/2011 10:35:00 PM,22:35:00,2011,November,Thursday,Outer Richmond
04/18/2008 03:55:00 PM,15:55:00,2008,April,Friday,Castro/Upper Market
05/22/2013 06:15:00 PM,18:15:00,2013,May,Wednesday,South of Market
06/16/2013 07:23:00 PM,19:23:00,2013,June,Sunday,North Beach
04/01/2018 12:00:00 PM,12:00:00,2018,April,Sunday,Presidio Heights
10/12/2008 06:53:00 AM,06:53:00,2008,October,Sunday,Tenderloin
01/21/2009 02:07:00 PM,14:07:00,2009,January,Wednesday,Golden Gate Park
09/13/2014 02:12:00 PM,14:12:00,2014,September,Saturday,West of Twin Peaks
10/16/2008 09:35:00 AM,09:35:00,2008,October,Thursday,Oceanview/Merced/Ingleside
05/14/2008 05:55:00 PM,17:55:00,2008,May,Wednesday,Lakeshore
07/13/2015 07:25:00 PM,19:25:00,2015,July,Monday,Mission
01/27/2014 06:10:00 PM,18:10:00,2014,January,Monday,Mission Bay
04/18/2013 08:20:00 PM,20:20:00,2013,April,Thursday,South of Market
08/20/2014 10:30:00 AM,10:30:00,2014,August,Wednesday,Excelsior
02/07/2016 11:50:00 AM,11:50:00,2016,February,Sunday,Outer Richmond
08/23/2015 11:08:00 PM,23:08:00,2015,August,Sunday,Financial District/South Beach
04/07/2014 06:06:00 PM,18:06:00,2014,April,Monday,Western Addition
07/12/2014 11:55:00 AM,11:55:00,2014,July,Saturday,Financial District/South Beach
11/05/2008 09:19:00 AM,09:19:00,2008,November,Wednesday,Mission Bay
10/09/2013 01:42:00 PM,13:42:00,2013,October,Wednesday,Bayview Hunters Point
11/17/2008 01:30:00 PM,13:30:00,2008,November,Monday,Chinatown
10/23/2008 05:11:00 PM,17:11:00,2008,October,Thursday,Tenderloin
02/04/2009 12:32:00 PM,12:32:00,2009,February,Wednesday,Mission
08/31/2013 08:26:00 PM,20:26:00,2013,August,Saturday,Presidio
05/03/2014 06:26:00 PM,18:26:00,2014,May,Saturday,Western Addition
08/27/2014 11:00:00 AM,11:00:00,2014,August,Wednesday,Inner Sunset
12/17/2008 04:51:00 PM,16:51:00,2008,December,Wednesday,Russian Hill
10/08/2014 06:30:00 AM,06:30:00,2014,October,Wednesday,Financial District/South Beach
09/23/2008 09:40:00 AM,09:40:00,2008,September,Tuesday,Mission
11/03/2014 12:47:00 AM,00:47:00,2014,November,Monday,Tenderloin
07/13/2013 12:00:00 PM,12:00:00,2013,July,Saturday,Sunset/Parkside
12/23/2008 02:25:00 PM,14:25:00,2008,December,Tuesday,Glen Park
01/09/2014 05:53:00 PM,17:53:00,2014,January,Thursday,Haight Ashbury
05/14/2015 08:46:00 AM,08:46:00,2015,May,Thursday,Golden Gate Park
04/24/2014 10:47:00 PM,22:47:00,2014,April,Thursday,West of Twin Peaks
01/06/2013 01:45:00 AM,01:45:00,2013,January,Sunday,South of Market
07/07/2015 09:35:00 AM,09:35:00,2015,July,Tuesday,Western Addition
03/27/2008 07:48:00 PM,19:48:00,2008,March,Thursday,Hayes Valley
06/09/2014 08:07:00 PM,20:07:00,2014,June,Monday,Russian Hill
07/25/2015 10:50:00 PM,22:50:00,2015,July,Saturday,South of Market
11/09/2008 07:00:00 PM,19:00:00,2008,November,Sunday,Inner Richmond
10/10/2010 06:46:00 PM,18:46:00,2010,October,Sunday,Financial District/South Beach
03/22/2009 10:25:00 PM,22:25:00,2009,March,Sunday,Nob Hill
07/16/2008 01:42:00 PM,13:42:00,2008,July,Wednesday,Pacific Heights
09/11/2008 12:05:00 PM,12:05:00,2008,September,Thursday,Hayes Valley
10/18/2013 08:41:00 AM,08:41:00,2013,October,Friday,South of Market
03/11/2010 08:33:00 AM,08:33:00,2010,March,Thursday,Presidio Heights
06/10/2015 01:00:00 AM,01:00:00,2015,June,Wednesday,Mission
08/27/2008 07:12:00 PM,19:12:00,2008,August,Wednesday,Haight Ashbury
04/12/2014 03:50:00 PM,15:50:00,2014,April,Saturday,Tenderloin
05/29/2015 08:55:00 AM,08:55:00,2015,May,Friday,Bayview Hunters Point
01/18/2013 11:25:00 PM,23:25:00,2013,January,Friday,South of Market
12/07/2008 04:00:00 PM,16:00:00,2008,December,Sunday,Excelsior
07/24/2014 01:55:00 PM,13:55:00,2014,July,Thursday,Mission
07/21/2008 07:43:00 AM,07:43:00,2008,July,Monday,Inner Sunset
01/29/2009 11:10:00 AM,11:10:00,2009,January,Thursday,Financial District/South Beach
10/06/2013 07:25:00 PM,19:25:00,2013,October,Sunday,South of Market
08/15/2014 06:04:00 PM,18:04:00,2014,August,Friday,Chinatown
11/28/2013 12:35:00 PM,12:35:00,2013,November,Thursday,Bayview Hunters Point
01/31/2009 06:40:00 AM,06:40:00,2009,January,Saturday,Castro/Upper Market
06/07/2013 10:03:00 PM,22:03:00,2013,June,Friday,Lakeshore
07/11/2008 11:01:00 AM,11:01:00,2008,July,Friday,Pacific Heights
05/20/2014 03:18:00 PM,15:18:00,2014,May,Tuesday,Pacific Heights
07/03/2015 08:35:00 AM,08:35:00,2015,July,Friday,Hayes Valley
06/20/2015 03:30:00 AM,03:30:00,2015,June,Saturday,Mission
01/15/2009 02:10:00 AM,02:10:00,2009,January,Thursday,West of Twin Peaks
10/25/2013 06:50:00 PM,18:50:00,2013,October,Friday,Hayes Valley
04/21/2018 12:05:00 PM,12:05:00,2018,April,Saturday,Inner Sunset
09/26/2008 06:09:00 PM,18:09:00,2008,September,Friday,Mission
11/10/2024 05:18:00 AM,05:18:00,2024,November,Sunday,South of Market
01/01/2013 10:00:00 PM,22:00:00,2013,January,Tuesday,Pacific Heights
12/28/2014 04:03:00 PM,16:03:00,2014,December,Sunday,Tenderloin
06/12/2015 09:06:00 PM,21:06:00,2015,June,Friday,Bayview Hunters Point
11/08/2014 10:05:00 PM,22:05:00,2014,November,Saturday,Financial District/South Beach
01/12/2014 12:13:00 PM,12:13:00,2014,January,Sunday,Bayview Hunters Point
06/26/2008 01:50:00 PM,13:50:00,2008,June,Thursday,Bernal Heights
03/21/2013 06:08:00 AM,06:08:00,2013,March,Thursday,Tenderloin
01/08/2013 06:46:00 PM,18:46:00,2013,January,Tuesday,Nob Hill
11/30/2008 02:14:00 AM,02:14:00,2008,November,Sunday,South of Market
05/19/2015 11:25:00 PM,23:25:00,2015,May,Tuesday,West of Twin Peaks
12/24/2021 01:21:00 PM,13:21:00,2021,December,Friday,Bernal Heights
02/20/2016 08:30:00 PM,20:30:00,2016,February,Saturday,Excelsior
09/17/2015 12:36:00 PM,12:36:00,2015,September,Thursday,Marina
09/26/2008 11:07:00 PM,23:07:00,2008,September,Friday,South of Market
06/04/2013 06:35:00 PM,18:35:00,2013,June,Tuesday,Tenderloin
08/08/2015 05:56:00 PM,17:56:00,2015,August,Saturday,Western Addition
02/07/2015 01:34:00 PM,13:34:00,2015,February,Saturday,Presidio Heights
08/23/2013 07:26:00 PM,19:26:00,2013,August,Friday,Western Addition
12/25/2013 03:19:00 PM,15:19:00,2013,December,Wednesday,Hayes Valley
08/11/2014 06:08:00 AM,06:08:00,2014,August,Monday,Inner Sunset
01/28/2014 01:17:00 PM,13:17:00,2014,January,Tuesday,Tenderloin
09/21/2008 01:38:00 AM,01:38:00,2008,September,Sunday,South of Market
06/18/2015 08:40:00 AM,08:40:00,2015,June,Thursday,Mission
02/10/2009 08:31:00 PM,20:31:00,2009,February,Tuesday,Tenderloin
03/21/2014 04:35:00 PM,16:35:00,2014,March,Friday,Bayview Hunters Point
09/27/2015 07:40:00 AM,07:40:00,2015,September,Sunday,Mission
06/12/2013 12:30:00 AM,00:30:00,2013,June,Wednesday,Lakeshore
01/12/2009 11:31:00 PM,23:31:00,2009,January,Monday,Sunset/Parkside
02/05/2014 07:19:00 PM,19:19:00,2014,February,Wednesday,Oceanview/Merced/Ingleside
09/05/2021 09:39:00 PM,21:39:00,2021,September,Sunday,Mission
08/01/2015 06:27:00 PM,18:27:00,2015,August,Saturday,South of Market
10/26/2013 10:46:00 PM,22:46:00,2013,October,Saturday,Tenderloin
04/03/2014 04:35:00 PM,16:35:00,2014,April,Thursday,Mission
07/02/2015 06:57:00 PM,18:57:00,2015,July,Thursday,Tenderloin
11/25/2016 08:57:00 PM,20:57:00,2016,November,Friday,Sunset/Parkside
12/02/2013 07:30:00 PM,19:30:00,2013,December,Monday,Lakeshore
09/22/2015 04:15:00 PM,16:15:00,2015,September,Tuesday,Mission Bay
09/18/2008 09:40:00 AM,09:40:00,2008,September,Thursday,Nob Hill
02/06/2009 07:30:00 AM,07:30:00,2009,February,Friday,Bayview Hunters Point
10/08/2014 06:21:00 PM,18:21:00,2014,October,Wednesday,Sunset/Parkside
01/25/2015 09:00:00 PM,21:00:00,2015,January,Sunday,Tenderloin
09/04/2015 07:56:00 PM,19:56:00,2015,September,Friday,Pacific Heights
03/13/2015 05:00:00 PM,17:00:00,2015,March,Friday,South of Market
04/28/2020 02:42:00 PM,14:42:00,2020,April,Tuesday,Golden Gate Park
06/08/2015 05:18:00 PM,17:18:00,2015,June,Monday,Golden Gate Park
08/22/2015 09:58:00 PM,21:58:00,2015,August,Saturday,Bernal Heights
03/31/2015 06:31:00 PM,18:31:00,2015,March,Tuesday,Marina
03/19/2008 09:39:00 AM,09:39:00,2008,March,Wednesday,Mission
10/22/2014 05:53:00 AM,05:53:00,2014,October,Wednesday,Portola
12/21/2014 06:41:00 AM,06:41:00,2014,December,Sunday,Mission
02/05/2009 03:49:00 PM,15:49:00,2009,February,Thursday,Financial District/South Beach
10/30/2008 08:40:00 PM,20:40:00,2008,October,Thursday,South of Market
01/29/2013 08:30:00 AM,08:30:00,2013,January,Tuesday,Outer Mission
09/10/2008 04:30:00 PM,16:30:00,2008,September,Wednesday,Mission
03/13/2009 03:24:00 PM,15:24:00,2009,March,Friday,Inner Sunset
09/22/2008 03:40:00 PM,15:40:00,2008,September,Monday,Hayes Valley
04/11/2015 10:02:00 PM,22:02:00,2015,April,Saturday,Financial District/South Beach
05/24/2014 12:10:00 PM,12:10:00,2014,May,Saturday,Bernal Heights
12/03/2014 07:50:00 PM,19:50:00,2014,December,Wednesday,Nob Hill
11/13/2014 04:18:00 PM,16:18:00,2014,November,Thursday,Visitacion Valley
09/26/2008 11:00:00 AM,11:00:00,2008,September,Friday,Financial District/South Beach
01/14/2013 04:24:00 PM,16:24:00,2013,January,Monday,Hayes Valley
05/28/2021 10:30:00 PM,22:30:00,2021,May,Friday,Marina
06/20/2014 01:45:00 PM,13:45:00,2014,June,Friday,Castro/Upper Market
01/15/2014 08:14:00 PM,20:14:00,2014,January,Wednesday,Bayview Hunters Point
09/05/2008 11:50:00 AM,11:50:00,2008,September,Friday,Oceanview/Merced/Ingleside
06/17/2014 07:18:00 AM,07:18:00,2014,June,Tuesday,Castro/Upper Market
08/29/2008 03:50:00 PM,15:50:00,2008,August,Friday,Western Addition
09/20/2015 01:56:00 PM,13:56:00,2015,September,Sunday,Western Addition
09/03/2013 06:13:00 PM,18:13:00,2013,September,Tuesday,Inner Sunset
05/28/2021 04:48:00 PM,16:48:00,2021,May,Friday,Tenderloin
12/21/2008 09:29:00 AM,09:29:00,2008,December,Sunday,Mission
03/11/2015 10:34:00 PM,22:34:00,2015,March,Wednesday,Financial District/South Beach
04/29/2019 03:48:00 PM,15:48:00,2019,April,Monday,Hayes Valley
06/25/2013 06:16:00 PM,18:16:00,2013,June,Tuesday,Lakeshore
04/18/2014 12:00:00 AM,,2014,April,Friday,Inner Richmond
01/22/2013 07:54:00 AM,07:54:00,2013,January,Tuesday,Outer Mission
09/14/2015 08:57:00 PM,20:57:00,2015,September,Monday,Excelsior
01/31/2015 11:00:00 PM,23:00:00,2015,January,Saturday,Financial District/South Beach
08/26/2015 11:05:00 AM,11:05:00,2015,August,Wednesday,Mission
09/11/2013 06:20:00 PM,18:20:00,2013,September,Wednesday,Mission
12/01/2017 01:49:00 PM,13:49:00,2017,December,Friday,Mission
09/20/2015 08:30:00 PM,20:30:00,2015,September,Sunday,Sunset/Parkside
06/29/2014 11:40:00 PM,23:40:00,2014,June,Sunday,South of Market
06/25/2016 11:10:00 PM,23:10:00,2016,June,Saturday,North Beach
12/06/2008 09:56:00 AM,09:56:00,2008,December,Saturday,Inner Richmond
08/01/2008 03:30:00 AM,03:30:00,2008,August,Friday,Castro/Upper Market
05/01/2014 02:00:00 PM,14:00:00,2014,May,Thursday,Mission
08/17/2008 05:56:00 PM,17:56:00,2008,August,Sunday,Western Addition
12/29/2016 12:25:00 PM,12:25:00,2016,December,Thursday,Marina
03/02/2009 05:31:00 AM,05:31:00,2009,March,Monday,South of Market
07/12/2008 03:43:00 PM,15:43:00,2008,July,Saturday,Bayview Hunters Point
04/06/2015 10:27:00 AM,10:27:00,2015,April,Monday,Excelsior
09/18/2008 06:37:00 PM,18:37:00,2008,September,Thursday,Sunset/Parkside
10/24/2008 11:45:00 PM,23:45:00,2008,October,Friday,Castro/Upper Market
10/03/2008 04:02:00 PM,16:02:00,2008,October,Friday,Nob Hill
11/01/2013 04:05:00 PM,16:05:00,2013,November,Friday,Lakeshore
08/13/2013 09:17:00 PM,21:17:00,2013,August,Tuesday,Financial District/South Beach
12/28/2013 11:47:00 PM,23:47:00,2013,December,Saturday,Inner Richmond
03/28/2009 09:08:00 AM,09:08:00,2009,March,Saturday,Sunset/Parkside
03/10/2014 09:55:00 AM,09:55:00,2014,March,Monday,Nob Hill
09/20/2008 02:29:00 AM,02:29:00,2008,September,Saturday,Bayview Hunters Point
08/05/2015 01:04:00 PM,13:04:00,2015,August,Wednesday,North Beach
09/23/2013 09:58:00 PM,21:58:00,2013,September,Monday,Mission
08/31/2015 06:20:00 PM,18:20:00,2015,August,Monday,Noe Valley
07/25/2008 02:00:00 PM,14:00:00,2008,July,Friday,Japantown
11/28/2008 11:34:00 PM,23:34:00,2008,November,Friday,Sunset/Parkside
02/18/2015 06:27:00 PM,18:27:00,2015,February,Wednesday,Mission
06/12/2015 01:13:00 PM,13:13:00,2015,June,Friday,Sunset/Parkside
07/22/2008 12:23:00 PM,12:23:00,2008,July,Tuesday,Lakeshore
02/24/2015 04:12:00 PM,16:12:00,2015,February,Tuesday,Tenderloin
01/05/2009 05:27:00 PM,17:27:00,2009,January,Monday,Mission
11/13/2013 10:32:00 PM,22:32:00,2013,November,Wednesday,South of Market
04/01/2015 05:36:00 PM,17:36:00,2015,April,Wednesday,Hayes Valley
10/29/2008 12:03:00 AM,00:03:00,2008,October,Wednesday,South of Market
02/07/2015 07:57:00 PM,19:57:00,2015,February,Saturday,South of Market
03/09/2013 05:05:00 PM,17:05:00,2013,March,Saturday,West of Twin Peaks
09/28/2015 06:49:00 PM,18:49:00,2015,September,Monday,Western Addition
01/04/2013 07:01:00 AM,07:01:00,2013,January,Friday,West of Twin Peaks
07/01/2015 09:10:00 PM,21:10:00,2015,July,Wednesday,Financial District/South Beach
06/03/2015 01:20:00 PM,13:20:00,2015,June,Wednesday,Outer Mission
02/04/2015 04:30:00 PM,16:30:00,2015,February,Wednesday,Bayview Hunters Point
12/19/2014 12:21:00 PM,12:21:00,2014,December,Friday,Bayview Hunters Point
06/11/2021 12:04:00 PM,12:04:00,2021,June,Friday,Lakeshore
01/20/2009 11:20:00 AM,11:20:00,2009,January,Tuesday,Nob Hill
02/14/2014 11:10:00 AM,11:10:00,2014,February,Friday,Mission
06/03/2013 05:44:00 PM,17:44:00,2013,June,Monday,Tenderloin
06/01/2021 07:03:00 PM,19:03:00,2021,June,Tuesday,Bayview Hunters Point
05/03/2008 11:34:00 AM,11:34:00,2008,May,Saturday,Outer Richmond
11/17/2014 07:38:00 PM,19:38:00,2014,November,Monday,Oceanview/Merced/Ingleside
04/10/2008 06:00:00 PM,18:00:00,2008,April,Thursday,Outer Richmond
10/29/2018 12:53:00 PM,12:53:00,2018,October,Monday,West of Twin Peaks
11/03/2021 08:13:00 AM,08:13:00,2021,November,Wednesday,Excelsior
06/26/2015 07:35:00 PM,19:35:00,2015,June,Friday,Lakeshore
01/10/2014 12:41:00 PM,12:41:00,2014,January,Friday,Bernal Heights
06/02/2008 08:10:00 PM,20:10:00,2008,June,Monday,Outer Richmond
03/06/2015 01:05:00 PM,13:05:00,2015,March,Friday,Mission Bay
01/09/2016 10:51:00 AM,10:51:00,2016,January,Saturday,Mission
09/09/2017 12:17:00 PM,12:17:00,2017,September,Saturday,North Beach
04/30/2019 12:28:00 PM,12:28:00,2019,April,Tuesday,Bayview Hunters Point
08/07/2014 11:20:00 AM,11:20:00,2014,August,Thursday,North Beach
07/15/2008 09:22:00 PM,21:22:00,2008,July,Tuesday,Hayes Valley
06/18/2015 06:36:00 PM,18:36:00,2015,June,Thursday,Noe Valley
08/28/2014 03:50:00 PM,15:50:00,2014,August,Thursday,Financial District/South Beach
05/24/2012 07:00:00 AM,07:00:00,2012,May,Thursday,South of Market
02/21/2013 06:36:00 AM,06:36:00,2013,February,Thursday,Financial District/South Beach
03/05/2013 03:35:00 PM,15:35:00,2013,March,Tuesday,Mission
07/16/2008 03:20:00 PM,15:20:00,2008,July,Wednesday,Hayes Valley
09/25/2008 01:49:00 AM,01:49:00,2008,September,Thursday,Nob Hill
07/17/2014 01:02:00 PM,13:02:00,2014,July,Thursday,Presidio Heights
07/15/2015 03:56:00 AM,03:56:00,2015,July,Wednesday,Tenderloin
08/13/2015 12:10:00 PM,12:10:00,2015,August,Thursday,Mission
01/30/2014 02:43:00 PM,14:43:00,2014,January,Thursday,Bayview Hunters Point
01/18/2014 02:23:00 AM,02:23:00,2014,January,Saturday,Hayes Valley
02/24/2009 07:44:00 AM,07:44:00,2009,February,Tuesday,Financial District/South Beach
11/16/2008 07:11:00 PM,19:11:00,2008,November,Sunday,Western Addition
05/08/2013 10:44:00 AM,10:44:00,2013,May,Wednesday,West of Twin Peaks
07/06/2008 03:15:00 PM,15:15:00,2008,July,Sunday,Western Addition
09/22/2013 06:42:00 PM,18:42:00,2013,September,Sunday,Nob Hill
08/22/2008 08:30:00 AM,08:30:00,2008,August,Friday,Inner Sunset
09/29/2008 09:51:00 AM,09:51:00,2008,September,Monday,South of Market
09/01/2015 01:11:00 PM,13:11:00,2015,September,Tuesday,Outer Mission
11/29/2016 09:15:00 AM,09:15:00,2016,November,Tuesday,Nob Hill
10/28/2008 04:52:00 PM,16:52:00,2008,October,Tuesday,Bernal Heights
10/16/2008 07:57:00 PM,19:57:00,2008,October,Thursday,Mission
03/06/2009 05:18:00 PM,17:18:00,2009,March,Friday,West of Twin Peaks
10/13/2013 04:19:00 PM,16:19:00,2013,October,Sunday,West of Twin Peaks
04/17/2015 09:50:00 PM,21:50:00,2015,April,Friday,Mission
12/24/2008 09:54:00 PM,21:54:00,2008,December,Wednesday,Excelsior
10/15/2008 11:00:00 AM,11:00:00,2008,October,Wednesday,Financial District/South Beach
07/31/2014 11:49:00 AM,11:49:00,2014,July,Thursday,Western Addition
07/07/2008 08:57:00 AM,08:57:00,2008,July,Monday,Pacific Heights
03/09/2015 06:20:00 PM,18:20:00,2015,March,Monday,North Beach
02/16/2009 01:00:00 PM,13:00:00,2009,February,Monday,Mission
07/04/2008 01:21:00 AM,01:21:00,2008,July,Friday,Noe Valley
12/06/2013 06:06:00 PM,18:06:00,2013,December,Friday,Bernal Heights
04/18/2015 11:35:00 AM,11:35:00,2015,April,Saturday,Western Addition
02/07/2009 03:27:00 AM,03:27:00,2009,February,Saturday,Noe Valley
06/10/2008 02:47:00 PM,14:47:00,2008,June,Tuesday,Presidio Heights
03/25/2014 12:32:00 PM,12:32:00,2014,March,Tuesday,Golden Gate Park
10/15/2017 01:03:00 PM,13:03:00,2017,October,Sunday,Marina
08/06/2015 08:15:00 AM,08:15:00,2015,August,Thursday,Mission
08/15/2008 03:15:00 PM,15:15:00,2008,August,Friday,Seacliff
12/19/2014 11:02:00 AM,11:02:00,2014,December,Friday,Sunset/Parkside
04/28/2016 10:20:00 AM,10:20:00,2016,April,Thursday,Tenderloin
03/06/2015 02:09:00 PM,14:09:00,2015,March,Friday,Hayes Valley
02/10/2015 06:12:00 PM,18:12:00,2015,February,Tuesday,Hayes Valley
05/31/2015 11:36:00 PM,23:36:00,2015,May,Sunday,Mission
06/14/2015 11:34:00 AM,11:34:00,2015,June,Sunday,Outer Richmond
11/01/2013 12:30:00 PM,12:30:00,2013,November,Friday,Russian Hill
07/30/2008 01:41:00 PM,13:41:00,2008,July,Wednesday,Financial District/South Beach
08/03/2008 08:40:00 AM,08:40:00,2008,August,Sunday,Noe Valley
10/21/2008 03:30:00 PM,15:30:00,2008,October,Tuesday,Japantown
07/05/2015 02:11:00 PM,14:11:00,2015,July,Sunday,Hayes Valley
10/03/2008 07:58:00 PM,19:58:00,2008,October,Friday,Pacific Heights
11/24/2014 07:38:00 AM,07:38:00,2014,November,Monday,Excelsior
10/27/2017 11:31:00 AM,11:31:00,2017,October,Friday,Inner Sunset
04/25/2008 01:50:00 PM,13:50:00,2008,April,Friday,Mission
01/24/2014 12:05:00 AM,00:05:00,2014,January,Friday,Nob Hill
08/29/2013 06:04:00 PM,18:04:00,2013,August,Thursday,Excelsior
10/25/2008 08:35:00 AM,08:35:00,2008,October,Saturday,Nob Hill
07/22/2015 06:39:00 PM,18:39:00,2015,July,Wednesday,West of Twin Peaks
01/12/2009 03:18:00 PM,15:18:00,2009,January,Monday,Inner Sunset
07/12/2015 12:16:00 AM,00:16:00,2015,July,Sunday,Bayview Hunters Point
09/28/2013 07:32:00 PM,19:32:00,2013,September,Saturday,Bernal Heights
05/16/2015 11:27:00 PM,23:27:00,2015,May,Saturday,Sunset/Parkside
10/17/2014 04:13:00 PM,16:13:00,2014,October,Friday,South of Market
09/02/2015 03:08:00 PM,15:08:00,2015,September,Wednesday,Hayes Valley
09/12/2015 08:22:00 PM,20:22:00,2015,September,Saturday,Outer Mission
06/09/2015 12:13:00 PM,12:13:00,2015,June,Tuesday,Russian Hill
03/24/2014 02:36:00 PM,14:36:00,2014,March,Monday,Western Addition
10/31/2013 11:44:00 AM,11:44:00,2013,October,Thursday,Tenderloin
02/09/2013 06:46:00 PM,18:46:00,2013,February,Saturday,Tenderloin
02/03/2013 07:59:00 PM,19:59:00,2013,February,Sunday,Golden Gate Park
06/06/2017 12:15:00 PM,12:15:00,2017,June,Tuesday,Golden Gate Park
12/20/2013 03:55:00 AM,03:55:00,2013,December,Friday,Noe Valley
02/09/2014 01:45:00 AM,01:45:00,2014,February,Sunday,Mission
09/29/2015 06:05:00 PM,18:05:00,2015,September,Tuesday,Oceanview/Merced/Ingleside
12/23/2008 07:43:00 AM,07:43:00,2008,December,Tuesday,Hayes Valley
10/29/2013 01:37:00 PM,13:37:00,2013,October,Tuesday,South of Market
09/21/2014 04:59:00 AM,04:59:00,2014,September,Sunday,Financial District/South Beach
05/15/2013 07:40:00 PM,19:40:00,2013,May,Wednesday,Western Addition
09/06/2015 11:30:00 AM,11:30:00,2015,September,Sunday,Outer Mission
05/10/2014 12:16:00 AM,00:16:00,2014,May,Saturday,Hayes Valley
01/05/2018 10:04:00 AM,10:04:00,2018,January,Friday,Lakeshore
09/11/2014 01:24:00 PM,13:24:00,2014,September,Thursday,Bayview Hunters Point
03/07/2009 10:47:00 PM,22:47:00,2009,March,Saturday,Nob Hill
08/19/2015 11:55:00 AM,11:55:00,2015,August,Wednesday,Haight Ashbury
03/24/2009 07:10:00 PM,19:10:00,2009,March,Tuesday,Inner Sunset
06/19/2013 08:00:00 PM,20:00:00,2013,June,Wednesday,North Beach
12/22/2014 08:19:00 PM,20:19:00,2014,December,Monday,Financial District/South Beach
01/13/2014 08:47:00 PM,20:47:00,2014,January,Monday,Inner Sunset
04/21/2014 07:58:00 AM,07:58:00,2014,April,Monday,Mission
12/15/2015 11:32:00 AM,11:32:00,2015,December,Tuesday,Inner Sunset
07/19/2013 05:10:00 PM,17:10:00,2013,July,Friday,South of Market
11/06/2013 09:20:00 PM,21:20:00,2013,November,Wednesday,Mission
07/11/2014 05:42:00 AM,05:42:00,2014,July,Friday,Golden Gate Park
09/17/2014 07:18:00 PM,19:18:00,2014,September,Wednesday,Excelsior
10/03/2015 07:35:00 PM,19:35:00,2015,October,Saturday,Golden Gate Park
12/13/2013 07:20:00 PM,19:20:00,2013,December,Friday,Bayview Hunters Point
01/23/2009 09:13:00 PM,21:13:00,2009,January,Friday,Tenderloin
11/08/2014 01:43:00 PM,13:43:00,2014,November,Saturday,Excelsior
02/15/2015 02:20:00 PM,14:20:00,2015,February,Sunday,Mission
05/15/2013 05:56:00 PM,17:56:00,2013,May,Wednesday,Glen Park
02/24/2014 05:40:00 PM,17:40:00,2014,February,Monday,Mission
10/18/2008 08:38:00 PM,20:38:00,2008,October,Saturday,Bernal Heights
10/02/2008 09:56:00 AM,09:56:00,2008,October,Thursday,South of Market
01/12/2015 09:37:00 PM,21:37:00,2015,January,Monday,South of Market
08/27/2015 10:47:00 AM,10:47:00,2015,August,Thursday,Western Addition
06/06/2014 02:51:00 PM,14:51:00,2014,June,Friday,Mission
09/04/2008 03:21:00 PM,15:21:00,2008,September,Thursday,Mission
07/13/2015 10:08:00 AM,10:08:00,2015,July,Monday,Tenderloin
12/30/2013 11:57:00 PM,23:57:00,2013,December,Monday,Mission
08/08/2014 07:00:00 PM,19:00:00,2014,August,Friday,Excelsior
03/28/2013 07:55:00 PM,19:55:00,2013,March,Thursday,Tenderloin
02/06/2018 12:22:00 PM,12:22:00,2018,February,Tuesday,Inner Richmond
11/26/2014 06:25:00 PM,18:25:00,2014,November,Wednesday,Outer Mission
08/28/2013 11:04:00 AM,11:04:00,2013,August,Wednesday,South of Market
04/29/2015 06:21:00 PM,18:21:00,2015,April,Wednesday,Financial District/South Beach
07/29/2015 08:52:00 PM,20:52:00,2015,July,Wednesday,Excelsior
11/30/2008 01:42:00 AM,01:42:00,2008,November,Sunday,Mission
06/13/2008 08:25:00 PM,20:25:00,2008,June,Friday,Bayview Hunters Point
10/23/2014 09:05:00 PM,21:05:00,2014,October,Thursday,Western Addition
03/26/2015 06:30:00 PM,18:30:00,2015,March,Thursday,Western Addition
10/07/2008 11:50:00 AM,11:50:00,2008,October,Tuesday,Chinatown
09/25/2016 05:00:00 PM,17:00:00,2016,September,Sunday,Castro/Upper Market
07/27/2014 07:53:00 PM,19:53:00,2014,July,Sunday,Marina
06/27/2014 08:56:00 PM,20:56:00,2014,June,Friday,Outer Mission
03/03/2008 06:19:00 PM,18:19:00,2008,March,Monday,Bayview Hunters Point
02/17/2009 07:00:00 AM,07:00:00,2009,February,Tuesday,Castro/Upper Market
08/04/2018 09:42:00 AM,09:42:00,2018,August,Saturday,Bayview Hunters Point
10/14/2013 01:10:00 PM,13:10:00,2013,October,Monday,Mission Bay
10/30/2013 06:10:00 PM,18:10:00,2013,October,Wednesday,Tenderloin
07/04/2013 10:40:00 AM,10:40:00,2013,July,Thursday,Tenderloin
